tweet_id,tweet_text,timestamp,event,rumour_type
580346142183002113,"Latest update from @germanwings - now saying 144 passengers and six crew, so 150 people on board A320 that crashed http://t.co/uj1VdJyW5s",Tue Mar 24 12:31:17 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581411131547320321,BREAKING: Germanwings co-pilot was Muslim convert http://t.co/iCRwOsU1uq,Fri Mar 27 11:03:10 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580329875891974145,Germanwings Airbus A320 crashes in French Alps: flightradar data shows flight #4U9525 had rapid descent http://t.co/WcNAHONCnQ,Tue Mar 24 11:26:39 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580371847335821312,BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.,Tue Mar 24 14:13:25 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580326111311171584,"BREAKING: French President Francois Hollande says “apparently no survivors"" in Germanwings crash, at least 148 passengers on the plane",Tue Mar 24 11:11:41 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580323456996282369,"A @germanwings A322 #4U9525, BCN-DUS,  with at least 143 passengers has crashed today at 9.39 UTC http://t.co/L7Wtodurt7",Tue Mar 24 11:01:08 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580320563891019776,BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking,Tue Mar 24 10:49:38 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580326398620934144,.@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/Hl7IVhZCmy,Tue Mar 24 11:12:50 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580320893668364288,Terrible news... Airbus A320 from Barcelona to Dusseldorf has crashed in France (Germanwings Flight 9525). http://t.co/C3zpWZ5bIF,Tue Mar 24 10:50:57 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580883793709547521,"The door is solid, you can’t knock it down… it’s bulletproof-@JimTilmon on @NYTimes rpt #Germanwings pilot locked out http://t.co/hs20B8jC4b",Thu Mar 26 00:07:43 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581386155083620352,Andreas Lubitiz was 'deemed unsuitable for flight duties' during  training #Germanwings http://t.co/nk5GGyuxaa http://t.co/HQpKZD4DSI,Fri Mar 27 09:23:55 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580324985148932097,UPDATE: Germanwings #A320 from Barcelona to Dusseldorf sent out a distress call at 1047 local time - @skymarkwhite,Tue Mar 24 11:07:13 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580328783619579904,"Received news that a Germanwings Airbus A320 plane crashed in southern France, carrying 142 passengers &amp; 6 crew onboard.",Tue Mar 24 11:22:18 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581274406804025344,Thank God he's not a Muslim! Otherwise the world'd be on a Muslim hate spree now #Germanwings http://t.co/NoXAhjSmP7 http://t.co/Qdsc50p86W,Fri Mar 27 01:59:52 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580353540725452800,UPDATE: No survivors are expected among the 150 people aboard #Germanwings plane. http://t.co/hd7zdUJtH4 http://t.co/iibVTBuIqz,Tue Mar 24 13:00:41 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580339547269144576,"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",Tue Mar 24 12:05:04 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580352273001410560,NEWS: 'Emergency Emergency' was the final distress call that was sent from the cockpit of flight #4U9525  - @PollyR_Aviation,Tue Mar 24 12:55:38 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580324697415360512,French President François Hollande states that there are no survivors expected in the Germanwings #4U9525 crash.,Tue Mar 24 11:06:04 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580321327845765120,"BREAKING: A #Lufthansa #Germanwings Airbus jet carrying 148 people has crashed in southern #France, en route from #Barcelona to #Duesseldorf",Tue Mar 24 10:52:41 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581307361857392642,Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/o7H6OuEfJd via @gatewaypundit http://t.co/GlDWraPosJ,Fri Mar 27 04:10:49 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580320267777511425,"Flight #4U9525 is a flight from Barcelona to Dusseldorf.
STD 08:35
ATD 09:00
STA 10:55
Signal lost 09:41
http://t.co/FHoX6q0GHt",Tue Mar 24 10:48:28 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580320684305416192,"Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525 http://t.co/TIZc1N1ZrK",Tue Mar 24 10:50:07 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580353449721655296,"German Airbus A320 Plane Crashes, 148 People DEAD
https://t.co/94oOOSSSVv
#4U9525 #germanwings #GermanWingsCrash #Airbus320 #planecrash",Tue Mar 24 13:00:19 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580368137796743168,Thoughts and prayers with the families and relatives of #Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead.,Tue Mar 24 13:58:41 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580360165540642816,"@FRANCE24 reporter James André at French Civil Aviation Authority HQ: ""#Germanwings plane did NOT report distress signal"", no mayday.",Tue Mar 24 13:27:00 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580346992074842112,"Germanwings statement says Flight 4U9525 crashed at 11:20 local time; 144 passengers, 6 crew on board - @Morning_Joe http://t.co/by471NAzFg",Tue Mar 24 12:34:39 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580320645906632704,UPDATE CRASH Germanwings #4U9525 Crash of an A320 disappeared  at 09:39 UTC from radar http://t.co/GRUjOCXkr9 http://t.co/HWrvDD24ac,Tue Mar 24 10:49:58 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580366761398239232,Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/UGlaM0vpoK http://t.co/9yCcn7Hzz8,Tue Mar 24 13:53:13 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580329560350183424,"BREAKING: Plane flying form #Barcelona to #Frankfurt crashes in #France, 142 people were on board. #germanwings http://t.co/wjAo0LZtp2",Tue Mar 24 11:25:23 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581359544682614784,Germanwings co-pilot had serious depressive episode: Bild newspaper http://t.co/RgSTrehD21,Fri Mar 27 07:38:11 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581299354431987712,"German PI-News Magazine is Reporting Germanwings Co-Pilot Was Recent Convert to Islam😏

Read: http://t.co/6aNN7RQUZ6 http://t.co/u9ggRyxnVD",Fri Mar 27 03:39:00 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580377478184755201,BREAKING: Update - AFP: Aviation official says #Germanwings crew did not send a distress signal via @BBCBreaking  - @FlightCrisis,Tue Mar 24 14:35:48 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580327197921120256,"Reports: Crashed #Germanwings plane was carrying 148 people, including 142 passengers, two pilots and four flight attendants.",Tue Mar 24 11:16:00 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580340476949086208,BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,Tue Mar 24 12:08:46 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580883727624065024,DEVELOPING: Pilot locked out of cockpit in @Germanwings Alps crash: report. http://t.co/CcqpToOQTn http://t.co/XlNXG8Rz3v,Thu Mar 26 00:07:27 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581063906682114048,"BREAKING #Germanwings #4U9525 co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor.",Thu Mar 26 12:03:25 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580318210609696769,BREAKING - A Germanwings Airbus A320 plane reportedly crashed in the region of Digne (French Alps) #Flightradar24 - French TV #itele,Tue Mar 24 10:40:17 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580319005703069696,Several European news agencies reporting an accident involving a Germanwings Airbus A320 in southern France. Developing... #breaking,Tue Mar 24 10:43:27 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581387966125248512,NEWS #Germanwings co-pilot Andreas Lubitz had serious depressive episode (Bild newspaper) #4U9525 http://t.co/BV21WXdxdb,Fri Mar 27 09:31:07 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580320964875014145,"Airbus plane operated by Lufthansa's Germanwings airline crashes in southern France, officials say - @Reuters http://t.co/by471NAzFg",Tue Mar 24 10:51:14 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580347360959717376,BREAKING Germanwings says 144 passengers and 6 crew on crashed plane http://t.co/wFg8KTSve2 http://t.co/qTYmopB5aj,Tue Mar 24 12:36:07 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580318717860532224,"Airbus passenger plane crashed in French Alps said to belong to Lufthansa subsidiary Germanwings, flying Barcelone-Dusseldorf",Tue Mar 24 10:42:18 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580318669483413504,"Sad news, plane crashed in southern France http://t.co/2K5CklKRzZ #GermanWings",Tue Mar 24 10:42:07 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580322005280493568,French Prime Minister now confirming the plane crash. (via @afneil). #4U9525,Tue Mar 24 10:55:22 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580885187837325312,"One pilot was locked out of cockpit before #Germanwings flight #4U9525 crashed, killing 150: http://t.co/A7THsq3ea8",Thu Mar 26 00:13:15 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581183387848859648,"The co-pilot who rammed the Germanwings plane into the French Alps had previously ""battled depression"" http://t.co/PSBNTXo5AV",Thu Mar 26 19:58:12 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580333763512705025,"#Germanwings latest: http://t.co/8tZopIBYLh
- #Airbus A320 crashes in French Alps
- Barcelona-to-Dusseldorf flight
- 142 passengers &amp; 6 crew",Tue Mar 24 11:42:05 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581064157870555136,BREAKING: Prosecutor identifies #Germanwings pilot who deliberately crashed plane carrying 150 people as German national Andreas Lubitz.,Thu Mar 26 12:04:25 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580699825030754304,"Germanwings CEO says 72 Germans, 35 Spanish citizens and two Americans were aboard plane that crashed in France: http://t.co/JSc0IwmqJu",Wed Mar 25 11:56:41 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580331453889708032,"ALERT Photo: Germanwings crash plane 'lost signal at 6,800 feet,' flight radar shows - @itvnews http://t.co/m358Qc2Na1",Tue Mar 24 11:32:55 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580319968484421633,A Germanwings A320 has crashed en route to Dusseldorf. Flight Radar 24 of the last known position. #4U9525 http://t.co/FrI93NrYFF,Tue Mar 24 10:47:16 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580885455257882624,» http://t.co/VPPJAceoql plane crash #planecrash Report: Pilot locked out of cockpit before Germanwings crash 27 http://t.co/8IymLEfX69,Thu Mar 26 00:14:19 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581317224096387072,NEWS Germanwings pilot was muslim convert http://t.co/hQ9YdkHw3T,Fri Mar 27 04:50:01 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580319184652890113,BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VxxvrU9XmV,Tue Mar 24 10:44:10 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581287795991302144,All Muslims are not like that... Okay? RT @DrShobha The co-pilot of the Germanwings Airbus was a convert to Islam,Fri Mar 27 02:53:05 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580326871302316033,IMAGE: .@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/MoG0h2Dvaq,Tue Mar 24 11:14:42 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580327336505176064,"Germanwings plane crashes in France, up to 150 feared dead http://t.co/n44I07mnoh",Tue Mar 24 11:16:33 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581546828954411008,BREAKING: German Media Site Says Germanwings Co-Pilot Was Muslim Convert http://t.co/bTKvcLMN60 via @anyclinic,Fri Mar 27 20:02:23 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580364656608428032,Update - AFP: Aviation official says #Germanwings crew did not send a distress signal,Tue Mar 24 13:44:51 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580372806178881537,DGAC clarifies: Germanwings didn't itself issue distress call but ATC launhed distress phase due combination of descent and no radio contact,Tue Mar 24 14:17:14 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580325090367315968,"Flight #4U9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. http://t.co/MthXQ232Hn",Tue Mar 24 11:07:38 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580320945740480512,"#BREAKING: A #Germanwings Airbus A320 plane has crashed in southern France, police and aviation officials say.",Tue Mar 24 10:51:09 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581063816882065408,French officials confirm i/d of #Germanwings copilot as being Andreas  Lubitz. Thought to be 28 y/o. Pictured here. http://t.co/bEKvhEACa1,Thu Mar 26 12:03:04 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580326073776357376,"French PM: fears 142-150 passengers died when @germanwings flight #4U9525 crashed in the French Alps

#Airbus #A320 http://t.co/hpCGZtf2qd",Tue Mar 24 11:11:32 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580370275121938432,2 babies were among 144 passengers on board crashed #Germanwings plane - @germanwings says in news briefing http://t.co/INhcBgUKHF,Tue Mar 24 14:07:11 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580321350750990336,Hashtags #4U9525 #GermanWings #A320 all useful for latest info on plane crash in southern France.,Tue Mar 24 10:52:46 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580350166005248000,"The #Germanwings plane which crashed in the French Alps descended at an ""unprecedented"" rate, an aviation expert says http://t.co/h2N4a9lpOJ",Tue Mar 24 12:47:16 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581314363644121088,A German news website claims #Germanwings co-pilot #AndreasLubitz was a Muslim convert http://t.co/4PHWRSrxwu,Fri Mar 27 04:38:39 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581479017770979329,"If the #Germanwings copilot #Lubitz was Muslim,it wud hv been a classic terrorism case.But hes not brown,so clearly it a mental heath issue!",Fri Mar 27 15:32:55 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580352532167311362,148 people were on board the #Germanwings plane which crashed in the French Alps. Here's what we know so far http://t.co/5sZVPg9XFR,Tue Mar 24 12:56:40 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580317998147325952,142 PEOPLE ON BOARD GERMANWINGS AIRBUS A320 THAT CRASHED IN SOUTHERN FRANCE,Tue Mar 24 10:39:27 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580323165068509184,Germanwings plane crash: Airbus A320 crashes in French Alps with 148 on board -latest updates http://t.co/5K1ZxWqXh0 http://t.co/vzStX3iozK,Tue Mar 24 10:59:59 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581062604988162048,"The copilot of the Germanwings plans, Andreas Guenter Lubitz, appeared to want to ""destroy the plane,"" French prosecutor says.",Thu Mar 26 11:58:15 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580365368805486592,"150 people were on board plane that crashed in France today, #Germanwings CEO says. http://t.co/HAhU3MmiMf http://t.co/QFCbhPWSJI",Tue Mar 24 13:47:41 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580699430690656256,"BREAKING: #Germanwings crash victims include 72 German citizens, 35 Spaniards, 2 Americans, per CEO - via @AP",Wed Mar 25 11:55:07 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581132461960249344,Doomed Germanwings co-pilot 'suffered burnout or depression' years before crash http://t.co/nkqWoRwKUK http://t.co/QRMJTWGAIr,Thu Mar 26 16:35:50 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580342519516512256,"Germanwings flight A320 plunged 31,200 feet in just ten minutes, according to radar data http://t.co/hv1iOCbIHA http://t.co/OQ4nlyTZ4y",Tue Mar 24 12:16:53 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581061272856326145,BREAKING: Name of co-pilot of crashed #Germanwings flight was Andreas Lubitz,Thu Mar 26 11:52:57 +0000 2015,germanwings-crash-all-rnr-threads,rumours
581290271997968384,GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/J8budBthpm via @gatewaypundit,Fri Mar 27 03:02:55 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580329455173967872,Pilots of crashed Germanwings flight declared emergency at 10:47 a.m. as plane fell rapidly. http://t.co/9YonrFRes3,Tue Mar 24 11:24:58 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580357700791468032,"The #Germanwings #A320 plane that crashed in the Alps did make a distress call, CNN's French affiliate says: http://t.co/90w6VC2VBf",Tue Mar 24 13:17:13 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580331000573476865,"My heart goes out to the victims of GermanWings crashed near Marseille, France. 142 passengers, 6crew all feared dead http://t.co/8HbQacJ3id",Tue Mar 24 11:31:07 +0000 2015,germanwings-crash-all-rnr-threads,rumours
580319856496644096,#BREAKING: There are reports that a Germanwings Airbus A320 has crashed in the French Alps. More to come. #9News http://t.co/PfEiviM9Po,Tue Mar 24 10:46:50 +0000 2015,germanwings-crash-all-rnr-threads,rumours
